ID,old_ID,experiment_version,gram_ACC_mean,gram_RT_median,pragm_ACC_mean,pragm_RT_median
2377,2377,adult_trog,0.823529412,4.879095,0.777777778,4.80934
2378,2378,adult_trog,1,4.173805,0.888888889,5.7276275
2380,2380,adult_trog,0.882352941,4.07469,0.722222222,6.107995
2381,2381,adult_trog,1,4.780765,0.833333333,6.5248975
3001,3001,adult_trog,0.941176471,4.56992,0.722222222,5.622125
3002,3002,adult_trog,0.882352941,3.908525,0.888888889,4.08183
3003,3003,adult_trog,0.764705882,3.76994,0.666666667,4.133685
3004,3004,adult_trog,0.941176471,5.815,0.888888889,8.596
3005,3005,adult_trog,0.941176471,3.31687,0.722222222,4.6012375
3006,3006,adult_trog,0.941176471,4.42394,0.888888889,5.7364425
3007,3007,adult_trog,1,3.764455,1,5.8359675
3035,3035,adult_trog,1,4.8879,0.722222222,6.2260275
3101,3101,adult_trog,0.941176471,4.90436,0.777777778,8.71963
3102,3102,adult_trog,0.941176471,4.070185,0.611111111,8.15222
3103,3103,adult_trog,0.823529412,4.14101,0.666666667,6.319765
3201,3201,adult_trog,0.882352941,3.986,0.888888889,4.8135
3202,3202,adult_trog,0.941176471,4.12765,0.833333333,6.51944
3203,3203,adult_trog,0.764705882,3.97888,0.833333333,3.9641075
3204,3204,adult_trog,0.941176471,5.039,0.444444444,3.6195
3205,3205,adult_trog,0.764705882,3.5898,0.611111111,4.169085
3206,3206,adult_trog,1,4.000545,0.833333333,4.66796
3207,3207,adult_trog,0.882352941,3.259455,0.833333333,4.7187125
3208,3208,adult_trog,0.764705882,4.17353,0.611111111,5.2373125
3209,3209,adult_trog,0.941176471,3.335115,0.833333333,6.0453625
3210,3210,adult_trog,0.941176471,3.97885,0.722222222,4.22006
3211,3211,adult_trog,0.823529412,3.81877,0.777777778,4.727865
3212,3212,adult_trog,0.941176471,5.07548,0.888888889,11.21833
3213,3213,adult_trog,0.941176471,4.19606,0.833333333,5.133425
3214,3214,adult_trog,1,4.57675,0.722222222,4.66688
3301,3301,adult_trog,0.941176471,4.276045,0.833333333,5.31943
3302,3302,adult_trog,1,5.3113,0.944444444,6.5907
3303,3303,adult_trog,0.941176471,3.83617,0.666666667,3.7669225
3304,3304,adult_trog,1,3.810345,0.611111111,3.4099375
3305,3305,adult_trog,1,4.51654,0.722222222,6.2201875
3306,3306,adult_trog,1,4.685365,0.888888889,5.8738925
3307,3307,adult_trog,0.941176471,4.5646,0.944444444,5.7323625
3308,3308,adult_trog,1,4.030365,0.833333333,5.5387125
3309,3309,adult_trog,0.882352941,3.59769,0.777777778,7.2121125
3310,3310,adult_trog,1,4.329235,0.833333333,6.41737
3311,3311,adult_trog,0.823529412,4.072715,0.833333333,4.676965
3312,3312,adult_trog,0.882352941,3.68613,0.611111111,3.760665
3313,3313,adult_trog,0.941176471,3.984,0.833333333,4.6475
3314,3314,adult_trog,1,3.71443,0.777777778,3.85814
3316,3316,adult_trog,0.941176471,4.11501,0.944444444,5.0199525
3317,3317,adult_trog,0.941176471,4.20152,0.833333333,5.49797
3318,3318,adult_trog,0.823529412,4.62,0.444444444,4.302
3319,3319,adult_trog,0.941176471,5.1639,0.888888889,5.5636
3320,3320,adult_trog,1,4.254455,0.833333333,6.444785
3321,3321,adult_trog,0.764705882,4.061425,0.777777778,4.895045
3322,3322,adult_trog,0.941176471,3.562025,0.722222222,4.0973325
3323,3323,adult_trog,1,3.914,0.611111111,6.0795
3325,3325,adult_trog,0.941176471,4.17478,0.833333333,4.6127525
3326,3326,adult_trog,0.941176471,3.135,0.611111111,10.0325
3327,3327,adult_trog,1,3.79939,0.833333333,5.1480275
3328,3328,adult_trog,1,4.05299,0.666666667,4.0956
3329,3329,adult_trog,0.941176471,4.28866,0.611111111,6.2249975
3330,3330,adult_trog,0.882352941,4.37958,0.555555556,3.9164
3331,3331,adult_trog,0.941176471,5.021,0.888888889,7.945
3332,3332,adult_trog,1,4.34623,1,9.566735
3333,3333,adult_trog,1,4.77056,0.944444444,7.8973475
3334,3334,adult_trog,0.882352941,4.012855,0.722222222,7.79863
3335,3335,adult_trog,0.941176471,4.97449,0.888888889,8.777815
3336,3336,adult_trog,0.882352941,4.697105,0.777777778,5.604145
3337,3337,adult_trog,0.941176471,3.482525,0.888888889,5.109345
3338,3338,adult_trog,0.941176471,4.382,0.777777778,5.1585
3339,3339,adult_trog,0.882352941,4.72481,0.722222222,5.8026875
3340,3340,adult_trog,1,3.81464,0.944444444,5.0067
3341,3341,adult_trog,0.941176471,4.137395,0.777777778,5.0350725
3342,3342,adult_trog,1,5.023,0.777777778,7.583
3343,3343,adult_trog,0.941176471,4.96548,0.888888889,6.9438275
3344,3344,adult_trog,0.941176471,4.606,0.833333333,7.27
3346,3346,adult_trog,0.941176471,3.733,0.944444444,7.3765
3347,3347,adult_trog,0.882352941,3.469,0.777777778,3.986
3348,3348,adult_trog,0.941176471,3.78763,0.833333333,5.267715
3349,3349,adult_trog,0.941176471,3.97126,0.888888889,4.7986625
3350,3350,adult_trog,1,5.197975,0.777777778,5.59128
3351,3351,adult_trog,0.823529412,3.83133,1,4.79296
3352,3352,adult_trog,1,5.287,0.944444444,5.2785
3353,3353,adult_trog,0.823529412,4.06121,0.888888889,5.6390875
3354,3354,adult_trog,0.941176471,4.4018,0.722222222,4.3819375
3355,3355,adult_trog,1,3.616355,0.833333333,6.045075
3356,3356,adult_trog,0.705882353,4.968,0.888888889,4.512
3357,3357,adult_trog,0.941176471,7.601,0.666666667,10.9095
3359,3359,adult_trog,1,3.2466,0.611111111,5.1169775
3360,3360,adult_trog,0.941176471,3.996985,0.777777778,4.9229975
3361,3361,adult_trog,0.941176471,5.418795,0.777777778,9.299255
3363,3363,adult_trog,1,4.5306,0.888888889,6.5542
3364,3364,adult_trog,0.823529412,4.13798,0.5,2.6947675
3365,3365,adult_trog,1,4.482245,0.611111111,6.714415
3366,3366,adult_trog,0.647058824,2.96305,0.611111111,2.1825675
3367,3367,adult_trog,0.941176471,4.071705,0.888888889,5.07479
3368,3368,adult_trog,0.941176471,3.722915,0.833333333,5.0359875
3369,3369,adult_trog,0.882352941,3.831,0.222222222,5.862
3370,3370,adult_trog,0.882352941,4.11509,0.888888889,4.5749575
3371,3371,adult_trog,0.823529412,4.48627,0.777777778,6.000845
3372,3372,adult_trog,0.941176471,5.310615,0.666666667,8.4583275
3373,3373,adult_trog,0.941176471,4.571,0.833333333,7.478
3374,3374,adult_trog,0.941176471,4.429935,0.722222222,7.889495
3375,3375,adult_trog,0.941176471,3.95498,0.833333333,4.83841
3376,3376,adult_trog,0.823529412,4.839915,0.611111111,5.7093375
3378,3378,adult_trog,0.941176471,5.965285,0.944444444,7.4097775
3379,3379,adult_trog,0.941176471,6.23899,0.944444444,10.06129
3380,3380,adult_trog,0.882352941,5.59103,0.777777778,6.62284
3381,3381,adult_trog,1,3.910035,0.666666667,6.9017125
5002,5002,adult_trog,0.705882353,5.14077,0.444444444,6.4200925
5003,5003,adult_trog,1,5.56816,0.722222222,13.00938
5005,5005,adult_trog,0.823529412,5.360445,0.666666667,6.798615
5006,5006,adult_trog,1,3.85743,0.555555556,7.1347775
5008,5008,adult_trog,0.882352941,3.924045,0.888888889,5.58459
5009,5009,adult_trog,0.882352941,5.174,0.666666667,7.5965
5012,5012,adult_trog,1,4.37782,0.777777778,5.565435
5013,5013,adult_trog,1,3.703165,0.888888889,5.2278075
5014,5014,adult_trog,1,5.861,0.666666667,4.318
5015,5015,adult_trog,1,4.65644,0.777777778,7.21913
5016,5016,adult_trog,0.882352941,3.34753,0.666666667,4.709735
5018,5018,adult_trog,0.882352941,4.277225,0.555555556,5.6886475
5019,5019,adult_trog,1,4.9758,0.722222222,7.1498675
5020,5020,adult_trog,0.941176471,3.979,0.833333333,5.5555
5021,5021,adult_trog,0.882352941,4.554065,0.333333333,5.4744975
5022,5022,adult_trog,1,4.438105,0.833333333,6.092145
5023,5023,adult_trog,0.941176471,5.515555,0.944444444,9.8400025
5024,5024,adult_trog,0.941176471,4.25149,0.555555556,5.0045275
5025,5025,adult_trog,0.823529412,5.493045,0.444444444,8.241715
5029,5029,adult_trog,0.941176471,3.47989,0.777777778,5.017135
5030,5030,adult_trog,0.941176471,3.760175,0.833333333,4.592385
5031,5031,adult_trog,1,5.25335,0.777777778,10.512515
5032,5032,adult_trog,0.882352941,6.438,0.555555556,11.631
5033,5033,adult_trog,0.764705882,4.605,0.444444444,9.5335
5034,5034,adult_trog,1,4.0874,0.777777778,5.79423
5036,5036,adult_trog,0.941176471,4.445695,0.722222222,4.8541475
5037,5037,adult_trog,1,4.340085,0.666666667,5.10332
5038,5038,adult_trog,0.941176471,4.621755,0.833333333,7.5044875
5039,5039,adult_trog,0.941176471,4.03482,0.777777778,4.6357575
5040,5040,adult_trog,0.941176471,4.203745,0.944444444,5.9230075
5042,5042,adult_trog,1,5.170145,0.833333333,7.329845
5043,5043,adult_trog,0.941176471,4.463,0.833333333,3.865
5044,5044,adult_trog,1,5.130265,0.722222222,7.9507575
5045,5045,adult_trog,0.764705882,5.798335,0.388888889,6.5130575
5046,5046,adult_trog,0.705882353,5.723,0.333333333,7.9545
5047,5047,adult_trog,1,3.9037,0.833333333,5.0152325
5048,5048,adult_trog,1,3.827,0.722222222,5.474
5050,5050,adult_trog,0.941176471,3.899275,0.888888889,4.8102675
5051,5051,adult_trog,1,4.655685,0.722222222,7.59374
5052,5052,adult_trog,1,3.85899,0.5,3.6773175
5055,5055,adult_trog,0.764705882,5.24604,0.611111111,5.6260225
5056,5056,adult_trog,0.941176471,4.75094,0.888888889,6.290205
5057,5057,adult_trog,1,4.818,0.888888889,7.27
5058,5058,adult_trog,0.941176471,4.099815,0.722222222,6.444235
5059,5059,adult_trog,0.764705882,4.137,0.388888889,2.9725
5060,5060,adult_trog,0.882352941,4.025625,0.777777778,4.4507825
5061,5061,adult_trog,0.882352941,6.318815,0.777777778,14.7638225
5062,5062,adult_trog,0.941176471,4.61565,0.777777778,5.10366
5063,5063,adult_trog,0.882352941,3.88569,0.611111111,5.33264
5064,5064,adult_trog,0.941176471,3.849,0.944444444,4.4835
5065,5065,adult_trog,0.941176471,4.31671,0.722222222,6.20187
5066,5066,adult_trog,0.882352941,3.921,0.722222222,4.3095
5067,5067,adult_trog,0.941176471,4.76631,0.777777778,6.2779975
5068,5068,adult_trog,1,4.841,0.555555556,6.1995
5071,5071,adult_trog,0.882352941,5.28879,0.722222222,8.47856
5074,5074,adult_trog,1,5.373525,1,7.4579575
5075,5075,adult_trog,0.823529412,5.516,0.722222222,5.9145
5076,5076,adult_trog,0.941176471,4.357,0.722222222,4.3315
5077,5077,adult_trog,0.941176471,5.1575,0.611111111,5.305965
5078,5078,adult_trog,0.647058824,4.431805,0.777777778,4.9807825
5080,5080,adult_trog,0.941176471,3.863,0.833333333,4.3015
5081,5081,adult_trog,0.941176471,6.78008,0.777777778,8.119835
5083,5083,adult_trog,0.882352941,4.22358,0.722222222,5.084805
5084,5084,adult_trog,1,4.47727,0.777777778,4.256995
5085,5085,adult_trog,0.941176471,4.269085,0.666666667,5.076015
5086,5086,adult_trog,1,5.30019,0.722222222,8.543545
5087,5087,adult_trog,0.941176471,4.63453,0.388888889,7.67089
5088,5088,adult_trog,0.764705882,5.93,0.722222222,6.4525
5090,5090,adult_trog,0.941176471,4.65501,0.666666667,5.4588275
5091,5091,adult_trog,0.941176471,5.54546,0.777777778,7.600335
5092,5092,adult_trog,0.941176471,4.924025,0.722222222,6.447485
5093,5093,adult_trog,1,4.41409,0.777777778,5.5538275
5094,5094,adult_trog,1,4.103,0.611111111,4.6035
5095,5095,adult_trog,0.647058824,3.910765,0.833333333,4.6954875
5096,5096,adult_trog,0.941176471,4.88082,0.611111111,5.72813
5098,5098,adult_trog,0.941176471,5.237,0.888888889,7.5985
5099,5099,adult_trog,0.823529412,4.09596,0.833333333,5.3615575
5100,5100,adult_trog,0.764705882,4.484995,0.833333333,5.147925
5101,5101,adult_trog,0.823529412,4.467335,0.833333333,5.185825
5102,5102,adult_trog,1,3.901515,0.888888889,7.8815275
5103,5103,adult_trog,0.941176471,3.896,0.777777778,4.2795
5105,5105,adult_trog,0.941176471,6.162,0.833333333,8.5875
5106,5106,adult_trog,0.941176471,4.98,0.722222222,5.7995
5107,5107,adult_trog,0.941176471,4.445,0.888888889,5.9405
5108,5108,adult_trog,0.823529412,5.286065,0.777777778,6.07234
5109,5109,adult_trog,0.941176471,5.0612,0.888888889,9.126955
5111,5111,adult_trog,0.941176471,6.415925,0.555555556,11.80832
5112,5112,adult_trog,1,5.06557,0.777777778,8.8915975
5114,5114,adult_trog,0.941176471,4.973285,0.888888889,6.43032
5116,5116,adult_trog,1,5.932,0.722222222,9.2825
5117,5117,adult_trog,0.941176471,3.999,0.833333333,4.5555
5119,5119,adult_trog,0.882352941,3.66604,0.777777778,4.91032
5120,5120,adult_trog,0.823529412,4.728915,0.555555556,5.940905
5201,5201,adult_trog,0.941176471,6.26553,0.722222222,6.14742
5202,5202,adult_trog,0.882352941,3.842,0.666666667,5.979
5203,5203,adult_trog,0.823529412,4.568765,0.611111111,5.16367
5205,5205,adult_trog,1,3.722325,0.944444444,4.6164
5206,5206,adult_trog,1,4.71667,0.888888889,6.7830975
5209,5209,adult_trog,0.941176471,4.667,0.833333333,6.016
5210,5210,adult_trog,0.941176471,4.784525,0.833333333,7.7336325
6101,6101,adult_trog,0.882352941,5.37083,0.611111111,5.6733025
6102,6102,adult_trog,1,6.71719,0.888888889,10.779205
6103,6103,adult_trog,0.882352941,6.343355,0.611111111,8.663775
6104,6104,adult_trog,1,7.77247,0.777777778,8.6143925
6105,6105,adult_trog,0.941176471,6.83948,0.722222222,9.6483625
6107,6107,adult_trog,0.941176471,7.105865,0.666666667,12.7603175
6111,6111,adult_trog,0.823529412,5.483895,0.555555556,5.4243025
6112,6112,adult_trog,0.647058824,4.77596,0.666666667,4.9915675
6113,6113,adult_trog,0.882352941,5.17337,0.888888889,9.3184675
6114,6114,adult_trog,0.882352941,6.69643,0.666666667,6.604125
6115,6115,adult_trog,1,6.44044,0.722222222,8.165355
6116,6116,adult_trog,1,5.195295,0.777777778,8.459965
6117,6117,adult_trog,0.941176471,6.585525,0.722222222,7.05732
6118,6118,adult_trog,1,7.158135,0.722222222,9.6519525
6120,6120,adult_trog,0.823529412,5.5684,0.722222222,7.522395
6122,6122,adult_trog,0.941176471,7.155785,0.888888889,8.0101125
6124,6124,adult_trog,0.941176471,6.8396,0.5,6.39505
6125,6125,adult_trog,0.941176471,5.95926,0.666666667,7.802165
6126,6126,adult_trog,0.882352941,6.06786,0.722222222,6.8394275
6127,6127,adult_trog,0.941176471,5.49864,0.833333333,6.7906825
6128,6128,adult_trog,0.941176471,4.581905,0.5,5.5474425
6129,6129,adult_trog,0.941176471,5.065775,0.833333333,6.0856425
